attendance,test_score,assignment_submitted,label,name,batch,prediction_result,confidence,risk_percentage,performance_score,probabilities,score_breakdown,strengths,weaknesses,suggestions,category
86.5,14.1,5.0,Average,Unknown,Unknown,Average,99.8,0.1,50.24,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.1}","{'attendance_contribution': 34.6, 'test_score_contribution': 5.64, 'assignment_submitted_contribution': 10.0}",['Good attendance (75-89%) — keep it consistent.'],"['Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (5/10) — room to improve.']","['Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
67.3,94.2,3.0,Average,Unknown,Unknown,Average,95.5,0.1,70.6,"{'Weak': 0.1, 'Average': 95.5, 'Strong': 4.4}","{'attendance_contribution': 26.92, 'test_score_contribution': 37.68, 'assignment_submitted_contribution': 6.0}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Below-target attendance (60-74%).', 'Low assignment submissions (3/10) — impacting overall score.']","['Aim for >=75% attendance to stay on track.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
21.0,85.4,7.8,Average,Unknown,Unknown,Average,99.9,0.1,58.16,"{'Weak': 0.1, 'Average': 99.9, 'Strong': 0.0}","{'attendance_contribution': 8.4, 'test_score_contribution': 34.16, 'assignment_submitted_contribution': 15.6}","['Excellent test scores (>=80) — strong conceptual grasp.', 'Good assignment submission rate (7/10).']",['Critical attendance deficit (<60%) — high risk of falling behind.'],['Attend every possible session immediately.'],Average
62.9,20.6,6.0,Average,Unknown,Unknown,Average,97.5,2.2,45.4,"{'Weak': 2.2, 'Average': 97.5, 'Strong': 0.3}","{'attendance_contribution': 25.16, 'test_score_contribution': 8.24, 'assignment_submitted_contribution': 12.0}",[],"['Below-target attendance (60-74%).', 'Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (6/10) — room to improve.']","['Aim for >=75% attendance to stay on track.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
71.7,15.4,1.2,Weak,Unknown,Unknown,Weak,97.0,97.0,37.24,"{'Weak': 97.0, 'Average': 3.0, 'Strong': 0.0}","{'attendance_contribution': 28.68, 'test_score_contribution': 6.16, 'assignment_submitted_contribution': 2.4}",[],"['Below-target attendance (60-74%).', 'Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (1/10) — critical gap.']","['Aim for >=75% attendance to stay on track.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.']",Weak
11.1,85.1,3.8,Average,Unknown,Unknown,Average,99.8,0.2,46.08,"{'Weak': 0.2, 'Average': 99.8, 'Strong': 0.1}","{'attendance_contribution': 4.44, 'test_score_contribution': 34.04, 'assignment_submitted_contribution': 7.6}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low assignment submissions (3/10) — impacting overall score.']","['Attend every possible session immediately.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
50.9,24.0,2.6,Average,Unknown,Unknown,Average,96.9,3.1,35.16,"{'Weak': 3.1, 'Average': 96.9, 'Strong': 0.0}","{'attendance_contribution': 20.36, 'test_score_contribution': 9.6, 'assignment_submitted_contribution': 5.2}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (2/10) — critical gap.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Average
84.3,58.1,6.9,Average,Unknown,Unknown,Average,97.0,0.2,70.76,"{'Weak': 0.2, 'Average': 97.0, 'Strong': 2.8}","{'attendance_contribution': 33.72, 'test_score_contribution': 23.24, 'assignment_submitted_contribution': 13.8}",['Good attendance (75-89%) — keep it consistent.'],"['Average test score (50-64) — needs improvement.', 'Moderate assignment submissions (6/10) — room to improve.']","['Practice past papers and revise weak topics regularly.', 'Submit all remaining assignments; aim for >=8/10.']",Average
36.6,92.4,3.5,Average,Unknown,Unknown,Average,99.1,0.2,58.6,"{'Weak': 0.2, 'Average': 99.1, 'Strong': 0.6}","{'attendance_contribution': 14.64, 'test_score_contribution': 36.96, 'assignment_submitted_contribution': 7.0}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low assignment submissions (3/10) — impacting overall score.']","['Attend every possible session immediately.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
51.3,61.1,1.6,Average,Unknown,Unknown,Average,97.7,2.3,48.16,"{'Weak': 2.3, 'Average': 97.7, 'Strong': 0.0}","{'attendance_contribution': 20.52, 'test_score_contribution': 24.44, 'assignment_submitted_contribution': 3.2}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.', 'Very few assignments submitted (1/10) — critical gap.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
49.8,45.8,1.5,Average,Unknown,Unknown,Average,97.8,2.2,41.24,"{'Weak': 2.2, 'Average': 97.8, 'Strong': 0.0}","{'attendance_contribution': 19.92, 'test_score_contribution': 18.32, 'assignment_submitted_contribution': 3.0}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (1/10) — critical gap.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Average
37.2,50.1,6.2,Average,Unknown,Unknown,Average,97.9,2.0,47.32,"{'Weak': 2.0, 'Average': 97.9, 'Strong': 0.1}","{'attendance_contribution': 14.88, 'test_score_contribution': 20.04, 'assignment_submitted_contribution': 12.4}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.', 'Moderate assignment submissions (6/10) — room to improve.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.', 'Submit all remaining assignments; aim for >=8/10.']",Average
92.7,15.7,1.2,Average,Unknown,Unknown,Average,98.1,1.8,45.76,"{'Weak': 1.8, 'Average': 98.1, 'Strong': 0.0}","{'attendance_contribution': 37.08, 'test_score_contribution': 6.28, 'assignment_submitted_contribution': 2.4}",['Outstanding attendance (>=90%) — excellent commitment.'],"['Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (1/10) — critical gap.']","['Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
80.3,97.2,8.6,Average,Unknown,Unknown,Average,96.0,0.0,88.2,"{'Weak': 0.0, 'Average': 96.0, 'Strong': 4.0}","{'attendance_contribution': 32.12, 'test_score_contribution': 38.88, 'assignment_submitted_contribution': 17.2}","['Good attendance (75-89%) — keep it consistent.', 'Excellent test scores (>=80) — strong conceptual grasp.', 'Good assignment submission rate (8/10).']",[],['Performing well across all areas — maintain consistency!'],Average
20.0,38.0,2.4,Weak,Unknown,Unknown,Weak,99.6,99.6,28.0,"{'Weak': 99.6, 'Average': 0.4, 'Strong': 0.0}","{'attendance_contribution': 8.0, 'test_score_contribution': 15.2, 'assignment_submitted_contribution': 4.8}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (2/10) — critical gap.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Weak
99.7,27.0,6.5,Average,Unknown,Unknown,Average,99.5,0.4,63.68,"{'Weak': 0.4, 'Average': 99.5, 'Strong': 0.1}","{'attendance_contribution': 39.88, 'test_score_contribution': 10.8, 'assignment_submitted_contribution': 13.0}",['Outstanding attendance (>=90%) — excellent commitment.'],"['Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (6/10) — room to improve.']","['Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
89.1,35.7,5.0,Average,Unknown,Unknown,Average,99.8,0.1,59.92,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.1}","{'attendance_contribution': 35.64, 'test_score_contribution': 14.28, 'assignment_submitted_contribution': 10.0}",['Good attendance (75-89%) — keep it consistent.'],"['Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (5/10) — room to improve.']","['Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
35.6,96.8,5.0,Average,Unknown,Unknown,Average,99.3,0.1,62.96,"{'Weak': 0.1, 'Average': 99.3, 'Strong': 0.6}","{'attendance_contribution': 14.24, 'test_score_contribution': 38.72, 'assignment_submitted_contribution': 10.0}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Submit all remaining assignments; aim for >=8/10.']",Average
85.3,18.5,1.6,Weak,Unknown,Unknown,Weak,96.9,96.9,44.72,"{'Weak': 96.9, 'Average': 3.1, 'Strong': 0.0}","{'attendance_contribution': 34.12, 'test_score_contribution': 7.4, 'assignment_submitted_contribution': 3.2}",['Good attendance (75-89%) — keep it consistent.'],"['Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (1/10) — critical gap.']","['Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.']",Weak
19.6,88.1,8.2,Average,Unknown,Unknown,Average,99.7,0.1,59.48,"{'Weak': 0.1, 'Average': 99.7, 'Strong': 0.2}","{'attendance_contribution': 7.84, 'test_score_contribution': 35.24, 'assignment_submitted_contribution': 16.4}","['Excellent test scores (>=80) — strong conceptual grasp.', 'Good assignment submission rate (8/10).']",['Critical attendance deficit (<60%) — high risk of falling behind.'],['Attend every possible session immediately.'],Average
99.9,73.7,9.0,Strong,Unknown,Unknown,Strong,99.9,0.0,87.44,"{'Weak': 0.0, 'Average': 0.0, 'Strong': 99.9}","{'attendance_contribution': 39.96, 'test_score_contribution': 29.48, 'assignment_submitted_contribution': 18.0}","['Outstanding attendance (>=90%) — excellent commitment.', 'Above-average test performance (65-79).', 'Excellent assignment submission (9/10) — highly disciplined.']",[],['Performing well across all areas — maintain consistency!'],Strong
69.9,84.7,1.1,Average,Unknown,Unknown,Average,99.8,0.1,64.04,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.1}","{'attendance_contribution': 27.96, 'test_score_contribution': 33.88, 'assignment_submitted_contribution': 2.2}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Below-target attendance (60-74%).', 'Very few assignments submitted (1/10) — critical gap.']","['Aim for >=75% attendance to stay on track.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
68.5,97.8,2.6,Strong,Unknown,Unknown,Strong,95.8,0.0,71.72,"{'Weak': 0.0, 'Average': 4.2, 'Strong': 95.8}","{'attendance_contribution': 27.4, 'test_score_contribution': 39.12, 'assignment_submitted_contribution': 5.2}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Below-target attendance (60-74%).', 'Very few assignments submitted (2/10) — critical gap.']","['Aim for >=75% attendance to stay on track.', 'Submit assignments immediately; this severely affects your overall performance.']",Strong
18.1,85.8,9.1,Average,Unknown,Unknown,Average,99.7,0.1,59.76,"{'Weak': 0.1, 'Average': 99.7, 'Strong': 0.2}","{'attendance_contribution': 7.24, 'test_score_contribution': 34.32, 'assignment_submitted_contribution': 18.2}","['Excellent test scores (>=80) — strong conceptual grasp.', 'Excellent assignment submission (9/10) — highly disciplined.']",['Critical attendance deficit (<60%) — high risk of falling behind.'],['Attend every possible session immediately.'],Average
90.7,94.9,6.0,Strong,Unknown,Unknown,Strong,99.9,0.0,86.24,"{'Weak': 0.0, 'Average': 0.1, 'Strong': 99.9}","{'attendance_contribution': 36.28, 'test_score_contribution': 37.96, 'assignment_submitted_contribution': 12.0}","['Outstanding attendance (>=90%) — excellent commitment.', 'Excellent test scores (>=80) — strong conceptual grasp.']",['Moderate assignment submissions (6/10) — room to improve.'],['Submit all remaining assignments; aim for >=8/10.'],Strong
12.6,21.4,2.4,Weak,Unknown,Unknown,Weak,100.0,100.0,18.4,"{'Weak': 100.0, 'Average': 0.0, 'Strong': 0.0}","{'attendance_contribution': 5.04, 'test_score_contribution': 8.56, 'assignment_submitted_contribution': 4.8}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (2/10) — critical gap.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Weak
31.7,81.6,2.8,Average,Unknown,Unknown,Average,99.9,0.1,50.92,"{'Weak': 0.1, 'Average': 99.9, 'Strong': 0.0}","{'attendance_contribution': 12.68, 'test_score_contribution': 32.64, 'assignment_submitted_contribution': 5.6}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Very few assignments submitted (2/10) — critical gap.']","['Attend every possible session immediately.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
22.9,59.1,6.9,Weak,Unknown,Unknown,Weak,94.9,94.9,46.6,"{'Weak': 94.9, 'Average': 5.1, 'Strong': 0.0}","{'attendance_contribution': 9.16, 'test_score_contribution': 23.64, 'assignment_submitted_contribution': 13.8}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.', 'Moderate assignment submissions (6/10) — room to improve.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.', 'Submit all remaining assignments; aim for >=8/10.']",Weak
79.9,58.9,7.5,Average,Unknown,Unknown,Average,99.7,0.1,70.52,"{'Weak': 0.1, 'Average': 99.7, 'Strong': 0.3}","{'attendance_contribution': 31.96, 'test_score_contribution': 23.56, 'assignment_submitted_contribution': 15.0}","['Good attendance (75-89%) — keep it consistent.', 'Good assignment submission rate (7/10).']",['Average test score (50-64) — needs improvement.'],['Practice past papers and revise weak topics regularly.'],Average
27.8,90.9,6.4,Average,Unknown,Unknown,Average,99.6,0.2,60.28,"{'Weak': 0.2, 'Average': 99.6, 'Strong': 0.1}","{'attendance_contribution': 11.12, 'test_score_contribution': 36.36, 'assignment_submitted_contribution': 12.8}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Moderate assignment submissions (6/10) — room to improve.']","['Attend every possible session immediately.', 'Submit all remaining assignments; aim for >=8/10.']",Average
92.0,97.5,9.6,Strong,Unknown,Unknown,Strong,99.8,0.0,95.0,"{'Weak': 0.0, 'Average': 0.2, 'Strong': 99.8}","{'attendance_contribution': 36.8, 'test_score_contribution': 39.0, 'assignment_submitted_contribution': 19.2}","['Outstanding attendance (>=90%) — excellent commitment.', 'Excellent test scores (>=80) — strong conceptual grasp.', 'Excellent assignment submission (9/10) — highly disciplined.']",[],['Performing well across all areas — maintain consistency!'],Strong
69.1,73.4,5.4,Average,Unknown,Unknown,Average,98.1,0.0,67.8,"{'Weak': 0.0, 'Average': 98.1, 'Strong': 1.9}","{'attendance_contribution': 27.64, 'test_score_contribution': 29.36, 'assignment_submitted_contribution': 10.8}",['Above-average test performance (65-79).'],"['Below-target attendance (60-74%).', 'Moderate assignment submissions (5/10) — room to improve.']","['Aim for >=75% attendance to stay on track.', 'Submit all remaining assignments; aim for >=8/10.']",Average
13.3,53.5,3.7,Average,Unknown,Unknown,Average,96.7,3.2,34.12,"{'Weak': 3.2, 'Average': 96.7, 'Strong': 0.0}","{'attendance_contribution': 5.32, 'test_score_contribution': 21.4, 'assignment_submitted_contribution': 7.4}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.', 'Low assignment submissions (3/10) — impacting overall score.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
10.5,51.1,5.3,Average,Unknown,Unknown,Average,98.1,1.8,35.24,"{'Weak': 1.8, 'Average': 98.1, 'Strong': 0.0}","{'attendance_contribution': 4.2, 'test_score_contribution': 20.44, 'assignment_submitted_contribution': 10.6}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.', 'Submit all remaining assignments; aim for >=8/10.']",Average
14.6,44.8,4.2,Average,Unknown,Unknown,Average,98.6,1.3,32.16,"{'Weak': 1.3, 'Average': 98.6, 'Strong': 0.0}","{'attendance_contribution': 5.84, 'test_score_contribution': 17.92, 'assignment_submitted_contribution': 8.4}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (4/10) — impacting overall score.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Average
64.5,42.5,3.0,Average,Unknown,Unknown,Average,99.1,0.9,48.8,"{'Weak': 0.9, 'Average': 99.1, 'Strong': 0.0}","{'attendance_contribution': 25.8, 'test_score_contribution': 17.0, 'assignment_submitted_contribution': 6.0}",[],"['Below-target attendance (60-74%).', 'Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (3/10) — impacting overall score.']","['Aim for >=75% attendance to stay on track.', 'Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
82.1,45.2,1.4,Average,Unknown,Unknown,Average,99.2,0.8,53.72,"{'Weak': 0.8, 'Average': 99.2, 'Strong': 0.0}","{'attendance_contribution': 32.84, 'test_score_contribution': 18.08, 'assignment_submitted_contribution': 2.8}",['Good attendance (75-89%) — keep it consistent.'],"['Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (1/10) — critical gap.']","['Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
31.5,18.1,4.2,Weak,Unknown,Unknown,Weak,92.9,92.9,28.24,"{'Weak': 92.9, 'Average': 7.1, 'Strong': 0.0}","{'attendance_contribution': 12.6, 'test_score_contribution': 7.24, 'assignment_submitted_contribution': 8.4}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (4/10) — impacting overall score.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Weak
86.4,17.0,7.4,Average,Unknown,Unknown,Average,99.6,0.3,56.16,"{'Weak': 0.3, 'Average': 99.6, 'Strong': 0.1}","{'attendance_contribution': 34.56, 'test_score_contribution': 6.8, 'assignment_submitted_contribution': 14.8}","['Good attendance (75-89%) — keep it consistent.', 'Good assignment submission rate (7/10).']",['Low test score (<50) — significant knowledge gaps.'],['Revisit core concepts; consider seeking tutoring support.'],Average
15.2,80.2,1.2,Average,Unknown,Unknown,Average,99.8,0.2,40.56,"{'Weak': 0.2, 'Average': 99.8, 'Strong': 0.0}","{'attendance_contribution': 6.08, 'test_score_contribution': 32.08, 'assignment_submitted_contribution': 2.4}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Very few assignments submitted (1/10) — critical gap.']","['Attend every possible session immediately.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
82.1,50.1,5.0,Average,Unknown,Unknown,Average,99.8,0.0,62.88,"{'Weak': 0.0, 'Average': 99.8, 'Strong': 0.2}","{'attendance_contribution': 32.84, 'test_score_contribution': 20.04, 'assignment_submitted_contribution': 10.0}",['Good attendance (75-89%) — keep it consistent.'],"['Average test score (50-64) — needs improvement.', 'Moderate assignment submissions (5/10) — room to improve.']","['Practice past papers and revise weak topics regularly.', 'Submit all remaining assignments; aim for >=8/10.']",Average
93.5,93.8,6.8,Strong,Unknown,Unknown,Strong,99.8,0.0,88.52,"{'Weak': 0.0, 'Average': 0.2, 'Strong': 99.8}","{'attendance_contribution': 37.4, 'test_score_contribution': 37.52, 'assignment_submitted_contribution': 13.6}","['Outstanding attendance (>=90%) — excellent commitment.', 'Excellent test scores (>=80) — strong conceptual grasp.']",['Moderate assignment submissions (6/10) — room to improve.'],['Submit all remaining assignments; aim for >=8/10.'],Strong
79.5,65.1,6.5,Average,Unknown,Unknown,Average,97.3,0.1,70.84,"{'Weak': 0.1, 'Average': 97.3, 'Strong': 2.6}","{'attendance_contribution': 31.8, 'test_score_contribution': 26.04, 'assignment_submitted_contribution': 13.0}","['Good attendance (75-89%) — keep it consistent.', 'Above-average test performance (65-79).']",['Moderate assignment submissions (6/10) — room to improve.'],['Submit all remaining assignments; aim for >=8/10.'],Average
72.8,13.2,8.0,Average,Unknown,Unknown,Average,99.5,0.5,50.4,"{'Weak': 0.5, 'Average': 99.5, 'Strong': 0.0}","{'attendance_contribution': 29.12, 'test_score_contribution': 5.28, 'assignment_submitted_contribution': 16.0}",['Good assignment submission rate (8/10).'],"['Below-target attendance (60-74%).', 'Low test score (<50) — significant knowledge gaps.']","['Aim for >=75% attendance to stay on track.', 'Revisit core concepts; consider seeking tutoring support.']",Average
85.4,24.2,8.3,Average,Unknown,Unknown,Average,99.6,0.2,60.44,"{'Weak': 0.2, 'Average': 99.6, 'Strong': 0.2}","{'attendance_contribution': 34.16, 'test_score_contribution': 9.68, 'assignment_submitted_contribution': 16.6}","['Good attendance (75-89%) — keep it consistent.', 'Good assignment submission rate (8/10).']",['Low test score (<50) — significant knowledge gaps.'],['Revisit core concepts; consider seeking tutoring support.'],Average
13.6,28.5,7.4,Average,Unknown,Unknown,Average,98.6,1.4,31.64,"{'Weak': 1.4, 'Average': 98.6, 'Strong': 0.0}","{'attendance_contribution': 5.44, 'test_score_contribution': 11.4, 'assignment_submitted_contribution': 14.8}",['Good assignment submission rate (7/10).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.']",Average
28.2,97.8,1.9,Average,Unknown,Unknown,Average,99.9,0.1,54.2,"{'Weak': 0.1, 'Average': 99.9, 'Strong': 0.1}","{'attendance_contribution': 11.28, 'test_score_contribution': 39.12, 'assignment_submitted_contribution': 3.8}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Very few assignments submitted (1/10) — critical gap.']","['Attend every possible session immediately.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
21.2,29.7,5.3,Average,Unknown,Unknown,Average,99.1,0.9,30.96,"{'Weak': 0.9, 'Average': 99.1, 'Strong': 0.0}","{'attendance_contribution': 8.48, 'test_score_contribution': 11.88, 'assignment_submitted_contribution': 10.6}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
55.4,56.4,6.4,Average,Unknown,Unknown,Average,99.2,0.7,57.52,"{'Weak': 0.7, 'Average': 99.2, 'Strong': 0.1}","{'attendance_contribution': 22.16, 'test_score_contribution': 22.56, 'assignment_submitted_contribution': 12.8}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Average test score (50-64) — needs improvement.', 'Moderate assignment submissions (6/10) — room to improve.']","['Attend every possible session immediately.', 'Practice past papers and revise weak topics regularly.', 'Submit all remaining assignments; aim for >=8/10.']",Average
77.1,94.3,3.2,Strong,Unknown,Unknown,Strong,96.9,0.0,74.96,"{'Weak': 0.0, 'Average': 3.0, 'Strong': 96.9}","{'attendance_contribution': 30.84, 'test_score_contribution': 37.72, 'assignment_submitted_contribution': 6.4}","['Good attendance (75-89%) — keep it consistent.', 'Excellent test scores (>=80) — strong conceptual grasp.']",['Low assignment submissions (3/10) — impacting overall score.'],['Prioritise assignments; create a submission schedule with deadlines.'],Strong
66.7,97.9,1.4,Average,Unknown,Unknown,Average,99.0,0.1,68.64,"{'Weak': 0.1, 'Average': 99.0, 'Strong': 0.9}","{'attendance_contribution': 26.68, 'test_score_contribution': 39.16, 'assignment_submitted_contribution': 2.8}",['Excellent test scores (>=80) — strong conceptual grasp.'],"['Below-target attendance (60-74%).', 'Very few assignments submitted (1/10) — critical gap.']","['Aim for >=75% attendance to stay on track.', 'Submit assignments immediately; this severely affects your overall performance.']",Average
86.6,31.3,3.0,Average,Unknown,Unknown,Average,99.8,0.1,53.16,"{'Weak': 0.1, 'Average': 99.8, 'Strong': 0.0}","{'attendance_contribution': 34.64, 'test_score_contribution': 12.52, 'assignment_submitted_contribution': 6.0}",['Good attendance (75-89%) — keep it consistent.'],"['Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (3/10) — impacting overall score.']","['Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
24.0,14.4,5.1,Average,Unknown,Unknown,Average,98.1,1.9,25.56,"{'Weak': 1.9, 'Average': 98.1, 'Strong': 0.0}","{'attendance_contribution': 9.6, 'test_score_contribution': 5.76, 'assignment_submitted_contribution': 10.2}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Moderate assignment submissions (5/10) — room to improve.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit all remaining assignments; aim for >=8/10.']",Average
76.1,23.8,4.7,Average,Unknown,Unknown,Average,99.8,0.2,49.36,"{'Weak': 0.2, 'Average': 99.8, 'Strong': 0.0}","{'attendance_contribution': 30.44, 'test_score_contribution': 9.52, 'assignment_submitted_contribution': 9.4}",['Good attendance (75-89%) — keep it consistent.'],"['Low test score (<50) — significant knowledge gaps.', 'Low assignment submissions (4/10) — impacting overall score.']","['Revisit core concepts; consider seeking tutoring support.', 'Prioritise assignments; create a submission schedule with deadlines.']",Average
27.4,15.7,2.6,Weak,Unknown,Unknown,Weak,96.3,96.3,22.44,"{'Weak': 96.3, 'Average': 3.7, 'Strong': 0.0}","{'attendance_contribution': 10.96, 'test_score_contribution': 6.28, 'assignment_submitted_contribution': 5.2}",[],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.', 'Very few assignments submitted (2/10) — critical gap.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.', 'Submit assignments immediately; this severely affects your overall performance.', 'All three core areas need urgent attention — consider speaking with an advisor.']",Weak
34.4,27.6,8.4,Average,Unknown,Unknown,Average,99.9,0.1,41.6,"{'Weak': 0.1, 'Average': 99.9, 'Strong': 0.0}","{'attendance_contribution': 13.76, 'test_score_contribution': 11.04, 'assignment_submitted_contribution': 16.8}",['Good assignment submission rate (8/10).'],"['Critical attendance deficit (<60%) — high risk of falling behind.', 'Low test score (<50) — significant knowledge gaps.']","['Attend every possible session immediately.', 'Revisit core concepts; consider seeking tutoring support.']",Average
73.9,61.2,9.3,Average,Unknown,Unknown,Average,99.0,0.0,72.64,"{'Weak': 0.0, 'Average': 99.0, 'Strong': 0.9}","{'attendance_contribution': 29.56, 'test_score_contribution': 24.48, 'assignment_submitted_contribution': 18.6}",['Excellent assignment submission (9/10) — highly disciplined.'],"['Below-target attendance (60-74%).', 'Average test score (50-64) — needs improvement.']","['Aim for >=75% attendance to stay on track.', 'Practice past papers and revise weak topics regularly.']",Average
